-0.0038919,-0.2226,-0.052051,-0.088569,-0.42317,0.025796
0.38693,0.45147,0.31175,-0.68073,0.22013,0.18962
0.26147,0.10019,0.43433,0.40919,0.29254,-0.20679
0.24936,0.32809,0.26678,0.2273,0.15928,0.17919
0.067561,0.50697,0.90063,0.56822,0.43048,0.20142
-0.42198,0.012068,0.22127,0.14999,0.048697,0.0080564
0.22397,-0.28587,0.30617,-0.22673,0.055199,0.32001
0.30044,0.37933,-0.2138,0.15317,-0.16141,0.022165
0.095612,0.38071,0.52078,0.35446,0.29071,0.031775
0.27508,0.20445,0.24491,0.32315,0.39892,0.077955
-0.013801,0.28567,0.38124,0.070204,0.16166,0.14348
-0.038425,-0.44526,0.62254,-0.081859,0.35638,0.22369
0.20511,0.059619,0.43866,0.53043,0.30886,-0.17871
